Order_ID,Order_Date,Category,City,Price,Quantity,Revenue,Year,Month,Day,Weekday,Product
6208,2025-09-04,Sports,Hyderabad,1322,8,10576,2025,9,4,Thursday,TV
6209,2025-09-04,Sports,Bangalore,4404,5,22020,2025,9,4,Thursday,Headphones
6210,2025-06-06,Furniture,Hyderabad,2905,7,20335,2025,6,6,Friday,Keyboard
6211,2025-04-30,Sports,Bangalore,2535,2,5070,2025,4,30,Wednesday,Camera
6212,2026-06-04,Groceries,Delhi,1632,3,4896,2026,6,4,Thursday,Tablet
6213,2024-11-29,Electronics,Chennai,3717,6,22302,2024,11,29,Friday,Laptop
6214,2025-10-12,Clothing,Delhi,2085,3,6255,2025,10,12,Sunday,Camera
6215,2026-04-28,Furniture,Delhi,4355,6,26130,2026,4,28,Tuesday,Phone
6216,2025-05-11,Furniture,Chennai,4778,7,33446,2025,5,11,Sunday,Shoes
6217,2026-04-19,Sports,Hyderabad,2405,7,16835,2026,4,19,Sunday,Camera
6218,2025-03-18,Sports,Bangalore,2758,3,8274,2025,3,18,Tuesday,Laptop
6219,2026-05-17,Sports,Mumbai,4369,2,8738,2026,5,17,Sunday,Bag
6220,2024-12-24,Clothing,Bangalore,2064,10,20640,2024,12,24,Tuesday,Shoes
6221,2025-05-24,Groceries,Delhi,2965,8,23720,2025,5,24,Saturday,Camera
6222,2024-07-06,Sports,Chennai,1809,3,5427,2024,7,6,Saturday,Shoes
6223,2025-03-25,Sports,Hyderabad,1077,4,4308,2025,3,25,Tuesday,Shoes
6224,2025-12-21,Furniture,Delhi,3756,9,33804,2025,12,21,Sunday,TV
6225,2026-03-08,Furniture,Bangalore,289,6,1734,2026,3,8,Sunday,Phone
6226,2024-10-03,Groceries,Delhi,2135,4,8540,2024,10,3,Thursday,Headphones
6227,2025-10-30,Sports,Chennai,2486,5,12430,2025,10,30,Thursday,TV
6228,2025-01-08,Sports,Chennai,176,2,352,2025,1,8,Wednesday,Phone
6229,2024-12-02,Furniture,Hyderabad,1423,3,4269,2024,12,2,Monday,Shoes
6230,2024-12-27,Clothing,Mumbai,3396,4,13584,2024,12,27,Friday,Phone
6231,2026-04-02,Furniture,Mumbai,1482,10,14820,2026,4,2,Thursday,TV
6232,2025-03-06,Groceries,Hyderabad,3626,10,36260,2025,3,6,Thursday,Phone
6233,2025-01-19,Electronics,Mumbai,3252,9,29268,2025,1,19,Sunday,Camera
6234,2026-06-14,Clothing,Bangalore,431,10,4310,2026,6,14,Sunday,Shoes
6235,2024-08-07,Clothing,Hyderabad,1227,3,3681,2024,8,7,Wednesday,Shoes
6236,2025-05-26,Furniture,Bangalore,3356,1,3356,2025,5,26,Monday,Shoes
6237,2025-06-24,Electronics,Delhi,4970,4,19880,2025,6,24,Tuesday,Shoes
6238,2025-09-24,Clothing,Mumbai,961,3,2883,2025,9,24,Wednesday,Watch
6239,2024-11-16,Clothing,Delhi,3419,10,34190,2024,11,16,Saturday,Keyboard
6240,2024-09-24,Clothing,Hyderabad,4430,9,39870,2024,9,24,Tuesday,Camera
6241,2026-06-13,Furniture,Mumbai,1654,1,1654,2026,6,13,Saturday,Tablet
6242,2025-07-13,Clothing,Bangalore,1127,2,2254,2025,7,13,Sunday,Bag
6243,2025-02-03,Furniture,Hyderabad,3198,9,28782,2025,2,3,Monday,Camera
6244,2025-09-16,Groceries,Mumbai,3692,8,29536,2025,9,16,Tuesday,Tablet
6245,2024-10-08,Groceries,Bangalore,3550,5,17750,2024,10,8,Tuesday,Keyboard
6246,2026-05-19,Furniture,Mumbai,701,8,5608,2026,5,19,Tuesday,Watch
6247,2025-10-05,Electronics,Chennai,3442,3,10326,2025,10,5,Sunday,Bag
6248,2025-05-19,Groceries,Chennai,2999,3,8997,2025,5,19,Monday,Headphones
6249,2024-11-14,Sports,Bangalore,2895,5,14475,2024,11,14,Thursday,Headphones
6250,2025-10-26,Furniture,Chennai,3163,9,28467,2025,10,26,Sunday,Bag
6251,2026-02-02,Furniture,Bangalore,3686,8,29488,2026,2,2,Monday,Phone
6252,2025-09-25,Sports,Delhi,3439,7,24073,2025,9,25,Thursday,Phone
6253,2025-03-19,Furniture,Hyderabad,425,8,3400,2025,3,19,Wednesday,Camera
6254,2025-12-29,Sports,Delhi,903,7,6321,2025,12,29,Monday,Headphones
6255,2026-06-08,Clothing,Hyderabad,461,5,2305,2026,6,8,Monday,Keyboard
6256,2025-04-17,Sports,Mumbai,3712,3,11136,2025,4,17,Thursday,Phone
6257,2025-07-22,Clothing,Mumbai,4678,4,18712,2025,7,22,Tuesday,TV
6258,2025-02-01,Electronics,Mumbai,2015,9,18135,2025,2,1,Saturday,Tablet
6259,2025-09-14,Clothing,Delhi,3677,6,22062,2025,9,14,Sunday,TV
6260,2024-07-04,Clothing,Hyderabad,2283,3,6849,2024,7,4,Thursday,Headphones
6261,2024-07-27,Groceries,Hyderabad,3499,5,17495,2024,7,27,Saturday,Watch
6262,2026-03-24,Electronics,Mumbai,3427,7,23989,2026,3,24,Tuesday,Headphones
6263,2025-06-17,Groceries,Delhi,628,6,3768,2025,6,17,Tuesday,Shoes
6264,2025-12-24,Groceries,Bangalore,3896,7,27272,2025,12,24,Wednesday,Headphones
6265,2025-04-21,Electronics,Bangalore,212,9,1908,2025,4,21,Monday,Tablet
6266,2026-06-17,Electronics,Mumbai,1667,6,10002,2026,6,17,Wednesday,Laptop
6267,2025-11-24,Clothing,Bangalore,2888,9,25992,2025,11,24,Monday,Laptop
6268,2025-12-07,Furniture,Chennai,1944,3,5832,2025,12,7,Sunday,Phone
6269,2025-12-20,Electronics,Delhi,1289,2,2578,2025,12,20,Saturday,Camera
6270,2024-10-12,Electronics,Chennai,778,8,6224,2024,10,12,Saturday,Shoes
6271,2025-12-23,Sports,Bangalore,2212,10,22120,2025,12,23,Tuesday,Camera
6272,2024-09-04,Groceries,Delhi,1427,9,12843,2024,9,4,Wednesday,Bag
6273,2025-10-10,Electronics,Delhi,2844,6,17064,2025,10,10,Friday,Phone
6274,2025-02-01,Electronics,Mumbai,690,3,2070,2025,2,1,Saturday,Camera
6275,2025-07-23,Groceries,Hyderabad,4713,1,4713,2025,7,23,Wednesday,Shoes
6276,2025-10-12,Sports,Delhi,5000,8,40000,2025,10,12,Sunday,Tablet
6277,2024-11-16,Electronics,Mumbai,587,7,4109,2024,11,16,Saturday,Phone
6278,2024-09-01,Clothing,Mumbai,318,10,3180,2024,9,1,Sunday,Bag
6279,2025-05-01,Clothing,Mumbai,1433,1,1433,2025,5,1,Thursday,Camera
6280,2025-03-25,Furniture,Hyderabad,2208,10,22080,2025,3,25,Tuesday,Bag
6281,2025-02-18,Groceries,Chennai,1059,7,7413,2025,2,18,Tuesday,Bag
6282,2025-04-01,Electronics,Hyderabad,2470,4,9880,2025,4,1,Tuesday,Laptop
6283,2024-10-26,Furniture,Chennai,1802,6,10812,2024,10,26,Saturday,Bag
6284,2026-05-01,Electronics,Bangalore,4737,7,33159,2026,5,1,Friday,Bag
6285,2026-01-19,Clothing,Delhi,2429,1,2429,2026,1,19,Monday,Laptop
6286,2025-09-09,Furniture,Hyderabad,1340,8,10720,2025,9,9,Tuesday,Camera
6287,2026-04-24,Clothing,Bangalore,1865,6,11190,2026,4,24,Friday,Laptop
6288,2025-11-15,Electronics,Bangalore,1945,2,3890,2025,11,15,Saturday,Headphones
6289,2024-08-24,Groceries,Bangalore,1127,5,5635,2024,8,24,Saturday,Bag
6290,2025-03-10,Electronics,Hyderabad,963,7,6741,2025,3,10,Monday,Watch
6291,2024-07-26,Sports,Mumbai,1452,3,4356,2024,7,26,Friday,Watch
6292,2025-01-16,Electronics,Chennai,3962,8,31696,2025,1,16,Thursday,Laptop
6293,2024-10-12,Electronics,Bangalore,948,7,6636,2024,10,12,Saturday,TV
6294,2026-03-17,Electronics,Chennai,471,6,2826,2026,3,17,Tuesday,Shoes
6295,2024-10-10,Clothing,Hyderabad,694,8,5552,2024,10,10,Thursday,Watch
6296,2025-03-31,Electronics,Hyderabad,910,4,3640,2025,3,31,Monday,Tablet
6297,2026-03-02,Groceries,Chennai,1840,5,9200,2026,3,2,Monday,Bag
6298,2024-09-05,Clothing,Mumbai,3611,2,7222,2024,9,5,Thursday,Keyboard
6299,2024-07-17,Sports,Chennai,4678,1,4678,2024,7,17,Wednesday,TV
6300,2024-12-17,Electronics,Hyderabad,1272,6,7632,2024,12,17,Tuesday,Watch
6301,2025-07-26,Furniture,Delhi,3038,3,9114,2025,7,26,Saturday,Shoes
6302,2025-12-23,Sports,Bangalore,2546,10,25460,2025,12,23,Tuesday,Bag
6303,2026-02-07,Furniture,Bangalore,1409,1,1409,2026,2,7,Saturday,Tablet
6304,2026-05-30,Furniture,Hyderabad,1473,1,1473,2026,5,30,Saturday,TV
6305,2024-12-11,Clothing,Chennai,3287,8,26296,2024,12,11,Wednesday,Keyboard
6306,2025-09-23,Electronics,Bangalore,2737,8,21896,2025,9,23,Tuesday,Shoes
6307,2024-09-14,Sports,Bangalore,3583,4,14332,2024,9,14,Saturday,Shoes
6308,2024-12-10,Electronics,Chennai,1987,5,9935,2024,12,10,Tuesday,Headphones
6309,2026-05-06,Sports,Hyderabad,1193,2,2386,2026,5,6,Wednesday,Watch
6310,2025-06-20,Electronics,Mumbai,3201,3,9603,2025,6,20,Friday,Tablet
6311,2026-03-27,Sports,Hyderabad,921,2,1842,2026,3,27,Friday,Headphones
6312,2025-08-02,Clothing,Bangalore,2296,1,2296,2025,8,2,Saturday,Keyboard
6313,2025-03-21,Clothing,Hyderabad,2566,3,7698,2025,3,21,Friday,Shoes
6314,2025-08-25,Sports,Delhi,2464,5,12320,2025,8,25,Monday,TV
6315,2024-10-12,Electronics,Hyderabad,2461,7,17227,2024,10,12,Saturday,Tablet
6316,2026-04-04,Furniture,Mumbai,4455,10,44550,2026,4,4,Saturday,Laptop
6317,2026-03-27,Groceries,Bangalore,3287,6,19722,2026,3,27,Friday,Shoes
6318,2025-12-19,Sports,Bangalore,274,5,1370,2025,12,19,Friday,TV
6319,2024-10-13,Clothing,Hyderabad,769,6,4614,2024,10,13,Sunday,Phone
6320,2025-06-09,Sports,Bangalore,1988,3,5964,2025,6,9,Monday,Watch
6321,2024-12-10,Sports,Mumbai,930,6,5580,2024,12,10,Tuesday,Shoes
6322,2025-02-07,Sports,Bangalore,1307,4,5228,2025,2,7,Friday,Watch
6323,2025-01-27,Sports,Mumbai,4496,2,8992,2025,1,27,Monday,Laptop
6324,2024-12-31,Sports,Delhi,193,1,193,2024,12,31,Tuesday,Bag
6325,2026-01-24,Clothing,Delhi,388,1,388,2026,1,24,Saturday,Phone
6326,2025-01-12,Sports,Bangalore,1680,10,16800,2025,1,12,Sunday,Keyboard
6327,2025-09-02,Electronics,Delhi,1861,2,3722,2025,9,2,Tuesday,Tablet
6328,2025-06-09,Electronics,Chennai,823,8,6584,2025,6,9,Monday,Shoes
6329,2025-05-13,Furniture,Chennai,1169,1,1169,2025,5,13,Tuesday,Camera
6330,2025-04-18,Electronics,Chennai,4158,1,4158,2025,4,18,Friday,Camera
6331,2025-01-25,Sports,Delhi,2449,4,9796,2025,1,25,Saturday,Shoes
6332,2026-02-24,Clothing,Delhi,1463,8,11704,2026,2,24,Tuesday,TV
6333,2025-12-18,Sports,Hyderabad,3564,2,7128,2025,12,18,Thursday,Tablet
6334,2024-07-02,Groceries,Chennai,4459,3,13377,2024,7,2,Tuesday,Camera
6335,2025-02-28,Groceries,Delhi,3134,7,21938,2025,2,28,Friday,Phone
6336,2025-05-23,Electronics,Bangalore,4568,2,9136,2025,5,23,Friday,Camera
6337,2026-02-18,Sports,Bangalore,1871,7,13097,2026,2,18,Wednesday,Laptop
6338,2026-06-03,Sports,Hyderabad,1086,4,4344,2026,6,3,Wednesday,Tablet
6339,2026-06-08,Sports,Mumbai,1664,3,4992,2026,6,8,Monday,Keyboard
6340,2024-10-24,Groceries,Bangalore,1653,6,9918,2024,10,24,Thursday,Headphones
6341,2026-01-07,Groceries,Hyderabad,2956,10,29560,2026,1,7,Wednesday,Watch
6342,2025-07-01,Furniture,Chennai,3788,4,15152,2025,7,1,Tuesday,Tablet
6343,2026-05-14,Clothing,Chennai,1415,4,5660,2026,5,14,Thursday,Camera
6344,2024-09-10,Electronics,Chennai,2778,9,25002,2024,9,10,Tuesday,Watch
6345,2025-11-27,Groceries,Mumbai,1193,5,5965,2025,11,27,Thursday,Tablet
6346,2024-09-13,Furniture,Bangalore,3515,10,35150,2024,9,13,Friday,Watch
6347,2025-09-27,Clothing,Bangalore,1507,2,3014,2025,9,27,Saturday,TV
6348,2025-03-25,Clothing,Bangalore,2235,10,22350,2025,3,25,Tuesday,Shoes
6349,2025-02-08,Sports,Hyderabad,857,2,1714,2025,2,8,Saturday,Keyboard
6350,2026-01-01,Groceries,Delhi,2142,4,8568,2026,1,1,Thursday,Headphones
6351,2024-08-13,Clothing,Chennai,3619,2,7238,2024,8,13,Tuesday,Camera
6352,2025-04-14,Electronics,Chennai,4132,4,16528,2025,4,14,Monday,Bag
6353,2025-05-04,Electronics,Delhi,1179,3,3537,2025,5,4,Sunday,Bag
6354,2025-06-01,Groceries,Hyderabad,1472,4,5888,2025,6,1,Sunday,Bag
6355,2026-04-10,Electronics,Chennai,2991,1,2991,2026,4,10,Friday,Shoes
6356,2024-08-16,Groceries,Hyderabad,2174,1,2174,2024,8,16,Friday,Watch
6357,2024-10-09,Groceries,Chennai,638,5,3190,2024,10,9,Wednesday,Laptop
6358,2026-05-23,Electronics,Delhi,1828,6,10968,2026,5,23,Saturday,Laptop
6359,2026-05-11,Groceries,Hyderabad,2763,9,24867,2026,5,11,Monday,Camera
6360,2026-04-30,Furniture,Delhi,2263,2,4526,2026,4,30,Thursday,Watch
6361,2024-09-27,Electronics,Bangalore,1927,9,17343,2024,9,27,Friday,Bag
6362,2026-04-11,Groceries,Chennai,2747,10,27470,2026,4,11,Saturday,Watch
6363,2025-07-27,Clothing,Chennai,4881,6,29286,2025,7,27,Sunday,TV
6364,2025-08-06,Groceries,Mumbai,3668,3,11004,2025,8,6,Wednesday,Tablet
6365,2025-11-10,Groceries,Bangalore,2987,7,20909,2025,11,10,Monday,Phone
6366,2025-11-29,Clothing,Mumbai,1324,7,9268,2025,11,29,Saturday,Camera
6367,2024-07-15,Groceries,Bangalore,2787,8,22296,2024,7,15,Monday,Shoes
6368,2025-03-12,Sports,Hyderabad,2287,3,6861,2025,3,12,Wednesday,Laptop
6369,2026-03-24,Furniture,Mumbai,818,9,7362,2026,3,24,Tuesday,Headphones
6370,2025-03-03,Clothing,Delhi,3741,10,37410,2025,3,3,Monday,Headphones
6371,2026-05-20,Clothing,Delhi,101,2,202,2026,5,20,Wednesday,Keyboard
6372,2026-06-03,Sports,Hyderabad,210,6,1260,2026,6,3,Wednesday,Bag
6373,2026-04-11,Clothing,Bangalore,4013,6,24078,2026,4,11,Saturday,Laptop
6374,2025-05-13,Sports,Delhi,4087,2,8174,2025,5,13,Tuesday,Keyboard
6375,2025-01-27,Sports,Hyderabad,1557,10,15570,2025,1,27,Monday,Watch
6376,2026-04-03,Furniture,Bangalore,3671,5,18355,2026,4,3,Friday,TV
6377,2025-12-30,Sports,Delhi,2183,4,8732,2025,12,30,Tuesday,TV
6378,2026-04-29,Furniture,Mumbai,2534,8,20272,2026,4,29,Wednesday,Shoes
6379,2026-03-12,Groceries,Hyderabad,870,4,3480,2026,3,12,Thursday,Laptop
6380,2025-10-04,Furniture,Mumbai,4489,5,22445,2025,10,4,Saturday,TV
6381,2025-08-12,Clothing,Chennai,4643,2,9286,2025,8,12,Tuesday,Keyboard
6382,2025-04-13,Furniture,Chennai,3872,8,30976,2025,4,13,Sunday,Headphones
6383,2025-06-03,Electronics,Bangalore,2242,4,8968,2025,6,3,Tuesday,Camera
6384,2026-04-14,Groceries,Hyderabad,3313,8,26504,2026,4,14,Tuesday,Tablet
6385,2025-04-17,Clothing,Chennai,1501,9,13509,2025,4,17,Thursday,Laptop
6386,2024-11-04,Furniture,Hyderabad,2079,10,20790,2024,11,4,Monday,Shoes
6387,2025-10-18,Electronics,Mumbai,1804,8,14432,2025,10,18,Saturday,Tablet
6388,2024-12-07,Clothing,Bangalore,1478,7,10346,2024,12,7,Saturday,Bag
6389,2024-11-17,Electronics,Chennai,4521,3,13563,2024,11,17,Sunday,Keyboard
6390,2026-05-08,Clothing,Delhi,676,2,1352,2026,5,8,Friday,TV
6391,2026-02-25,Electronics,Mumbai,3010,6,18060,2026,2,25,Wednesday,Bag
6392,2025-10-30,Sports,Delhi,2565,6,15390,2025,10,30,Thursday,Phone
6393,2026-04-05,Furniture,Hyderabad,3291,3,9873,2026,4,5,Sunday,Tablet
6394,2025-10-18,Clothing,Mumbai,4470,3,13410,2025,10,18,Saturday,Laptop
6395,2025-05-10,Furniture,Hyderabad,1704,9,15336,2025,5,10,Saturday,Watch
6396,2025-03-22,Electronics,Delhi,461,1,461,2025,3,22,Saturday,Watch
6397,2026-03-30,Sports,Delhi,2240,6,13440,2026,3,30,Monday,Laptop
6398,2024-09-30,Furniture,Mumbai,1413,5,7065,2024,9,30,Monday,TV
6399,2024-12-14,Furniture,Chennai,1568,6,9408,2024,12,14,Saturday,Shoes
6400,2025-08-16,Clothing,Hyderabad,2204,6,13224,2025,8,16,Saturday,Keyboard
6401,2025-09-25,Electronics,Chennai,3185,3,9555,2025,9,25,Thursday,Phone
6402,2025-12-21,Sports,Hyderabad,809,9,7281,2025,12,21,Sunday,Shoes
6403,2025-12-22,Clothing,Bangalore,2454,3,7362,2025,12,22,Monday,Laptop
6404,2024-06-30,Clothing,Chennai,2682,1,2682,2024,6,30,Sunday,TV
6405,2024-09-04,Groceries,Chennai,2277,6,13662,2024,9,4,Wednesday,Shoes
6406,2025-03-13,Sports,Delhi,3444,6,20664,2025,3,13,Thursday,Laptop
6407,2024-12-22,Clothing,Bangalore,2951,1,2951,2024,12,22,Sunday,Watch
6408,2024-11-21,Electronics,Bangalore,3562,2,7124,2024,11,21,Thursday,TV
6409,2024-11-03,Clothing,Bangalore,4698,3,14094,2024,11,3,Sunday,Tablet
6410,2026-01-20,Furniture,Bangalore,4139,3,12417,2026,1,20,Tuesday,Tablet
6411,2026-05-26,Groceries,Chennai,1128,8,9024,2026,5,26,Tuesday,Tablet
6412,2025-10-10,Sports,Chennai,2563,2,5126,2025,10,10,Friday,Camera
6413,2026-06-24,Clothing,Bangalore,2432,8,19456,2026,6,24,Wednesday,Camera
6414,2026-03-14,Electronics,Hyderabad,4107,8,32856,2026,3,14,Saturday,TV
6415,2025-01-31,Sports,Delhi,3621,10,36210,2025,1,31,Friday,Headphones
6416,2025-08-13,Clothing,Chennai,2281,5,11405,2025,8,13,Wednesday,Laptop
6417,2025-08-22,Sports,Chennai,2604,1,2604,2025,8,22,Friday,Shoes
6418,2025-03-23,Groceries,Bangalore,2900,10,29000,2025,3,23,Sunday,Tablet
6419,2025-02-05,Electronics,Bangalore,2550,2,5100,2025,2,5,Wednesday,Bag
6420,2026-03-08,Clothing,Chennai,1003,2,2006,2026,3,8,Sunday,Headphones
6421,2024-10-29,Sports,Bangalore,2849,6,17094,2024,10,29,Tuesday,Phone
6422,2026-05-13,Groceries,Delhi,4176,6,25056,2026,5,13,Wednesday,Camera
6423,2024-12-22,Groceries,Hyderabad,1766,5,8830,2024,12,22,Sunday,Laptop
6424,2026-06-22,Furniture,Bangalore,3765,4,15060,2026,6,22,Monday,Headphones
6425,2025-05-23,Sports,Mumbai,3910,7,27370,2025,5,23,Friday,Watch
6426,2024-07-11,Clothing,Hyderabad,3538,8,28304,2024,7,11,Thursday,TV
6427,2024-07-28,Groceries,Delhi,2233,10,22330,2024,7,28,Sunday,Shoes
6428,2024-11-20,Furniture,Hyderabad,3686,4,14744,2024,11,20,Wednesday,Headphones
6429,2024-12-05,Sports,Bangalore,1064,3,3192,2024,12,5,Thursday,TV
6430,2026-01-07,Groceries,Delhi,4036,10,40360,2026,1,7,Wednesday,Bag
6431,2025-04-14,Sports,Delhi,1451,8,11608,2025,4,14,Monday,Phone
6432,2026-02-04,Furniture,Hyderabad,2885,3,8655,2026,2,4,Wednesday,Shoes
6433,2026-06-11,Clothing,Chennai,827,6,4962,2026,6,11,Thursday,Keyboard
6434,2024-07-29,Furniture,Chennai,1562,6,9372,2024,7,29,Monday,Keyboard
6435,2026-05-23,Clothing,Delhi,2165,8,17320,2026,5,23,Saturday,Shoes
6436,2024-07-09,Sports,Bangalore,2511,7,17577,2024,7,9,Tuesday,Bag
6437,2025-10-19,Electronics,Mumbai,4446,4,17784,2025,10,19,Sunday,TV
6438,2026-05-24,Sports,Hyderabad,3460,7,24220,2026,5,24,Sunday,Bag
6439,2024-07-20,Electronics,Chennai,634,2,1268,2024,7,20,Saturday,Laptop
6440,2026-05-23,Groceries,Hyderabad,1191,6,7146,2026,5,23,Saturday,Watch
6441,2026-06-01,Electronics,Chennai,3342,10,33420,2026,6,1,Monday,Tablet
6442,2026-02-11,Groceries,Chennai,2273,2,4546,2026,2,11,Wednesday,Tablet
6443,2025-12-07,Electronics,Mumbai,3919,5,19595,2025,12,7,Sunday,Headphones
6444,2026-06-28,Furniture,Bangalore,3095,5,15475,2026,6,28,Sunday,Headphones
6445,2024-08-29,Electronics,Delhi,618,4,2472,2024,8,29,Thursday,Headphones
6446,2026-01-30,Groceries,Hyderabad,453,3,1359,2026,1,30,Friday,TV
6447,2025-04-08,Electronics,Delhi,2321,3,6963,2025,4,8,Tuesday,Tablet
6448,2025-05-30,Sports,Bangalore,1831,7,12817,2025,5,30,Friday,Keyboard
6449,2025-05-19,Sports,Delhi,2355,1,2355,2025,5,19,Monday,Bag
6450,2024-12-23,Clothing,Chennai,4123,3,12369,2024,12,23,Monday,Shoes
6451,2025-08-09,Clothing,Bangalore,1639,5,8195,2025,8,9,Saturday,Tablet
6452,2025-09-29,Sports,Mumbai,573,1,573,2025,9,29,Monday,Shoes
6453,2026-03-28,Electronics,Bangalore,1459,2,2918,2026,3,28,Saturday,Headphones
6454,2024-07-14,Clothing,Bangalore,2552,3,7656,2024,7,14,Sunday,Camera
6455,2025-06-24,Furniture,Chennai,602,9,5418,2025,6,24,Tuesday,Headphones
6456,2025-06-25,Furniture,Bangalore,1892,7,13244,2025,6,25,Wednesday,TV
6457,2026-02-03,Clothing,Bangalore,2676,5,13380,2026,2,3,Tuesday,Keyboard
6458,2026-05-15,Clothing,Chennai,2410,1,2410,2026,5,15,Friday,Camera
6459,2024-09-22,Clothing,Delhi,3702,1,3702,2024,9,22,Sunday,Laptop
6460,2025-02-06,Furniture,Bangalore,3362,10,33620,2025,2,6,Thursday,Phone
6461,2025-07-20,Sports,Mumbai,1922,4,7688,2025,7,20,Sunday,Keyboard
6462,2026-04-25,Groceries,Chennai,1073,2,2146,2026,4,25,Saturday,Keyboard
6463,2025-12-01,Groceries,Delhi,1157,1,1157,2025,12,1,Monday,Laptop
6464,2025-05-06,Furniture,Delhi,4477,6,26862,2025,5,6,Tuesday,Headphones
6465,2026-03-08,Clothing,Delhi,263,9,2367,2026,3,8,Sunday,TV
6466,2025-08-08,Clothing,Mumbai,4703,3,14109,2025,8,8,Friday,Camera
6467,2026-03-06,Clothing,Hyderabad,4084,1,4084,2026,3,6,Friday,Headphones
6468,2026-05-29,Clothing,Delhi,1397,7,9779,2026,5,29,Friday,Bag
6469,2024-10-09,Furniture,Chennai,4294,5,21470,2024,10,9,Wednesday,Phone
6470,2024-10-15,Electronics,Bangalore,4710,2,9420,2024,10,15,Tuesday,Tablet
6471,2025-04-11,Electronics,Bangalore,2916,7,20412,2025,4,11,Friday,Headphones
6472,2025-12-07,Groceries,Hyderabad,1118,7,7826,2025,12,7,Sunday,Watch
6473,2025-09-29,Groceries,Mumbai,1018,10,10180,2025,9,29,Monday,Tablet
6474,2025-12-13,Groceries,Bangalore,3950,7,27650,2025,12,13,Saturday,Keyboard
6475,2025-11-22,Electronics,Chennai,3038,8,24304,2025,11,22,Saturday,Watch
6476,2024-11-11,Clothing,Mumbai,226,9,2034,2024,11,11,Monday,Keyboard
6477,2025-11-28,Sports,Chennai,1454,2,2908,2025,11,28,Friday,Watch
6478,2025-05-01,Clothing,Delhi,921,1,921,2025,5,1,Thursday,Keyboard
6479,2026-03-04,Furniture,Hyderabad,3452,3,10356,2026,3,4,Wednesday,TV
6480,2024-09-29,Clothing,Hyderabad,4316,3,12948,2024,9,29,Sunday,Watch
6481,2026-01-04,Sports,Bangalore,3612,7,25284,2026,1,4,Sunday,Headphones
6482,2025-09-20,Groceries,Mumbai,614,6,3684,2025,9,20,Saturday,Tablet
6483,2025-08-21,Furniture,Bangalore,4471,7,31297,2025,8,21,Thursday,Bag
6484,2025-04-22,Groceries,Hyderabad,2821,4,11284,2025,4,22,Tuesday,TV
6485,2026-01-11,Sports,Hyderabad,3069,2,6138,2026,1,11,Sunday,Phone
6486,2025-03-15,Electronics,Hyderabad,4752,2,9504,2025,3,15,Saturday,Tablet
6487,2024-09-02,Clothing,Mumbai,3186,7,22302,2024,9,2,Monday,Camera
6488,2024-08-18,Furniture,Delhi,1725,5,8625,2024,8,18,Sunday,Headphones
6489,2026-04-10,Sports,Bangalore,4525,10,45250,2026,4,10,Friday,TV
6490,2024-08-20,Furniture,Mumbai,1282,3,3846,2024,8,20,Tuesday,Watch
6491,2025-12-08,Furniture,Chennai,803,5,4015,2025,12,8,Monday,Tablet
6492,2024-12-21,Furniture,Chennai,4824,8,38592,2024,12,21,Saturday,Camera
6493,2025-02-28,Sports,Delhi,1342,2,2684,2025,2,28,Friday,Headphones
6494,2025-03-18,Clothing,Bangalore,539,2,1078,2025,3,18,Tuesday,Camera
6495,2025-03-31,Clothing,Delhi,1589,3,4767,2025,3,31,Monday,Laptop
6496,2026-04-12,Electronics,Mumbai,2989,6,17934,2026,4,12,Sunday,TV
6497,2025-11-24,Sports,Mumbai,904,5,4520,2025,11,24,Monday,Bag
6498,2025-07-16,Electronics,Hyderabad,2265,1,2265,2025,7,16,Wednesday,Watch
6499,2024-11-17,Groceries,Bangalore,3212,5,16060,2024,11,17,Sunday,Shoes
6500,2024-12-06,Groceries,Hyderabad,1158,10,11580,2024,12,6,Friday,Tablet
6501,2024-07-22,Clothing,Delhi,104,1,104,2024,7,22,Monday,Bag
6502,2025-12-02,Groceries,Bangalore,570,7,3990,2025,12,2,Tuesday,TV
6503,2025-04-07,Electronics,Bangalore,3349,2,6698,2025,4,7,Monday,Bag
6504,2024-10-11,Groceries,Hyderabad,1546,10,15460,2024,10,11,Friday,Tablet
6505,2026-04-14,Clothing,Bangalore,2136,6,12816,2026,4,14,Tuesday,Headphones
6506,2026-03-13,Electronics,Delhi,1422,8,11376,2026,3,13,Friday,TV
6507,2025-12-03,Sports,Hyderabad,3450,7,24150,2025,12,3,Wednesday,Laptop
6508,2026-01-17,Groceries,Bangalore,407,1,407,2026,1,17,Saturday,Laptop
6509,2025-06-26,Sports,Hyderabad,1742,8,13936,2025,6,26,Thursday,Tablet
6510,2025-10-03,Sports,Chennai,1837,8,14696,2025,10,3,Friday,Phone
6511,2025-06-17,Sports,Mumbai,1295,6,7770,2025,6,17,Tuesday,Watch
6512,2026-03-23,Sports,Chennai,2552,2,5104,2026,3,23,Monday,TV
6513,2025-05-07,Groceries,Delhi,107,7,749,2025,5,7,Wednesday,Laptop
6514,2025-06-11,Sports,Bangalore,643,1,643,2025,6,11,Wednesday,TV
6515,2025-09-06,Clothing,Chennai,3594,10,35940,2025,9,6,Saturday,TV
6516,2026-04-26,Clothing,Hyderabad,3894,5,19470,2026,4,26,Sunday,TV
6517,2025-12-05,Clothing,Chennai,742,6,4452,2025,12,5,Friday,Bag
6518,2026-05-26,Sports,Mumbai,1276,6,7656,2026,5,26,Tuesday,Headphones
